,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
75,95131-2313,Technology,21000.0,"Broadcom Inc. designs, develops, and supplies semiconductor infrastructure software solutions. It offers semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company's infrastructure software solutions enable customers to plan, develop, automate, manage, and secure applications across mainframe, distributed, mobile, and cloud platforms. It operates through two segments, Semiconductor Solutions and Infrastructure Software. The company was incorporated in 2018 and is based in San Jose, California.",San Jose,408 433 8000,CA,United States,[],http://www.broadcom.com,1,1320 Ridder Park Drive,Semiconductors,0.51109004,0.19108999,0.73377,13208000512.0,0.151,0.25702998,13059999744.0,450.0,buy,17370000000.0,11484000256.0,534.0,486.79,1.825,2.213,0.052270003,28.0,528.5,168.731,0.20377001,580.0,9518000128.0,40438001664.0,25553000448.0,23.2,USD,62.938,1.856,2.0,NMS,Broadcom Inc.,Broadcom Inc.,America/New_York,EDT,True,-14400000,,EQUITY,AVGO,,,finmb_25016048,605f428a-c23f-303d-9bec-7b1a647c1b84,us_market,,8.703,,17.029,,,29.97,,410260992.0,,,,58.388,4529456.0,0.0111,,1604188800.0,0.83358,4585999872.0,10.759,,,8.337158,0.02398,1667260800.0,,1619913600.0,2.57,1619740800.0,403163052.0,0.949456,222399184896.0,2,,,,,,1.652,7.8155575,1622160000.0,1.98,,16.242577,,0.015700001,4017048.0,,,484.68,485.49,466.4591,0.0289882,1.2732,,487.755,,1098880.0,484.68,473.74557,14.05,485.49,1098880.0,,,14.4,1624233600.0,,,479.96,USD,45.24491,1113483.0,,,,199710949376.0,,,1675880.0,479.96,486.79,800.0,1113483.0,495.14,,2.62,320.39,485.6,False,0.0309,900.0,487.755,486.79,https://logo.clearbit.com/broadcom.com,,,,,,,,,,,,,,
76,11042,Technology,12000.0,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry worldwide. The company's Investor Communication Solutions segment processes and distributes proxy materials to investors in equity securities and mutual funds, as well as facilitates related vote processing services; and offers ProxyEdge, an electronic proxy delivery and voting solution. It also distributes regulatory reports and corporate action/reorganization event information, as well as tax reporting solutions; and provides end-to-end platform for content management, composition, and multi-channel distribution of regulatory, marketing, and transactional information, as well as mutual fund trade processing services. In addition, this segment offers financial reporting document composition and management solutions; SEC disclosure and filing services; registrar, stock transfer, and record-keeping services; customer communication solutions; cloud-based marketing and customer communication tools; customer and account data aggregation and reporting services, as well as creates sales and educational content, including seminars and a library of financial planning topics; and mutual fund trade processing services. The company's Global Technology and Operations segment offers desktop productivity tools, data aggregation, performance reporting, portfolio management, order capture and execution, trade confirmation, margin, cash management, clearance and settlement, asset servicing, reference data management, reconciliations, securities financing and collateral optimization, compliance and regulatory reporting, and accounting. It also provides capital market, wealth management, asset management, and international securities processing solutions; managed services; and customizable advisor Websites, search engine marketing, and electronic and print newsletters. The company was founded in 1962 and is headquartered in Lake Success, New York.",Lake Success,516-472-5400,NY,United States,[],http://www.broadridge.com,1,5 Dakota Drive,Information Technology Services,0.20717,0.107130006,0.28725,632099968.0,0.112,0.14428,999400000.0,154.0,buy,1263900000.0,747374976.0,180.0,174.99,-0.021,1.375,0.08614001,6.0,175.83,127.735,0.37023,199.0,356800000.0,2030099968.0,4824000000.0,3.073,USD,41.784,1.225,2.5,NYQ,"Broadridge Financial Solutions,","Broadridge Financial Solutions, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,BR,,,finmb_1032802,19d3326f-3137-3bad-921c-e901a9bed4a7,us_market,,4.191,,20.231,,,6.26,,116126000.0,,,,13.713,1888789.0,0.0163,,1593475200.0,0.8958,516800000.0,4.396,,,12.760884,0.00701,1656547200.0,,1617148800.0,3.73,1619740800.0,115370871.0,0.87663,20218572800.0,2,,,,,,-0.011,4.212456,1622160000.0,2.45,,27.953674,,0.0187,1949091.0,,,173.39,173.67,156.1803,0.013063038,0.5148,,175.22,,365040.0,173.39,165.88559,2.265,173.67,365040.0,,,2.3,1623628800.0,,,172.18,USD,39.806644,382014.0,,,,20320888832.0,,,476884.0,172.18,200.0,800.0,382014.0,175.22,,1.61,126.77,174.75,False,0.014400001,1000.0,175.22,174.99,https://logo.clearbit.com/broadridge.com,Suite 300,,,,,,,,,,,,,
77,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,,America/New_York,EDT,False,-14400000,,MUTUALFUND,BF.B,,,,69748612-d5d0-36f5-be88-ea00a370321d,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delayed Quote,,1561759658.0,,,0.0,,,YHD,,DELAYED,POSTPOST
78,55347,Industrials,14997.0,"C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services and logistics solutions to companies in various industries worldwide. The company operates through two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation, which include the shipment of single or multiple pallets of freight; intermodal transportation that include the shipment service of freight in trailers or containers by a combination of truck and rail; and non-vessel ocean common carrier and freight forwarding services, as well as organizes air shipments and offers door-to-door services. The company also provides customs broker services; and other logistics services, including fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 73,000 transportation companies, including motor carriers, railroads, and air and ocean carriers. In addition, the company is involved in buying, selling, and marketing of fresh produce, including fresh fruits, vegetables, and other perishable items under the Robinson Fresh name. Further, it provides transportation management services or managed TMS; and other surface transportation services. The company offers its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",Eden Prairie,952 937 8500,MN,United States,[],http://www.chrobinson.com,1,14701 Charlson Road,Integrated Freight & Logistics,0.050229996,0.03496,0.074,384000000.0,0.263,0.04575,864254976.0,58.0,hold,1169390000.0,256655632.0,105.5,91.41,1.246,1.482,0.0942,18.0,102.78,89.513,0.34820998,118.0,217611008.0,1672263936.0,17205966848.0,1.636,USD,127.178,1.448,2.9,NMS,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,CHRW,,,finmb_368470,b52e1320-f384-3b8d-9e63-4b201df63310,us_market,,0.814,,16.201,,,5.05,,132989000.0,,,,14.021,10544415.0,0.0793,,1609372800.0,0.93891,601580032.0,4.429,,,6.519507,0.00733,1672444800.0,,1617148800.0,8.86,1619740800.0,132410169.0,0.710326,14002134016.0,2,,1129507200.0,2:1,,,1.218,0.70652956,1622160000.0,1.7,,18.10099,,0.1058,10621381.0,,,89.65,89.85,94.995224,0.022755159,0.4605,,91.91,,1715500.0,89.65,93.53059,2.04,89.85,1715500.0,,,2.04,1622678400.0,,,89.42,USD,20.638971,1247268.0,,,,12156524544.0,,,1061442.0,89.42,99.0,1300.0,1247268.0,106.75,,2.31,84.67,85.0,False,0.0216,900.0,91.91,91.41,https://logo.clearbit.com/chrobinson.com,,,,,,,,,,,,,,
79,77024,Energy,503.0,"Cabot Oil & Gas Corporation, an independent oil and gas company, explores for, exploits, develops, produces, and markets oil and gas properties in the United States. It primarily focuses on the Marcellus Shale with approximately 175,000 net acres in the dry gas window of the play located in Susquehanna County, Pennsylvania. The company sells its natural gas to industrial customers, local distribution companies, gas marketers, and power generation facilities through gathering systems and pipelines. As of December 31, 2020, it had proved reserves of approximately 13,672 billion cubic feet of gas; and 15 thousand barrels of oil or other liquid hydrocarbons. Cabot Oil & Gas Corporation was incorporated in 1989 and is headquartered in Houston, Texas.",Houston,281 589 4600,TX,United States,[],http://www.cabotog.com,1,Three Memorial City Plaza,Oil & Gas E&P,0.51224,0.18105,0.57717997,863865024.0,0.277,0.25694,772320000.0,17.5,hold,760715000.0,188242256.0,20.5,16.36,1.385,1.307,0.05337,23.0,20.96,46.78,0.12202,27.0,173659008.0,1078729984.0,1507742976.0,0.435,USD,3.781,1.187,2.6,NYQ,Cabot Oil & Gas Corporation,Cabot Oil & Gas Corporation,America/New_York,EDT,True,-14400000,,EQUITY,COG,,,finmb_258181,3d71f062-cb40-3b71-b0d8-04a1f489e1b0,us_market,,5.154,,10.062,,,1.47,,399420000.0,,,,5.773,16499572.0,0.041300002,,1609372800.0,1.0162799,272972992.0,0.68,,,2.833882,0.02547,1672444800.0,,1617148800.0,2.81,1615766400.0,391447330.0,0.167126,7771096576.0,2,,1376524800.0,2:1,,,1.344,4.333969,1618444800.0,0.26,,11.1292515,,0.047399998,16312872.0,,,16.12,16.08,17.525,0.024813894,0.5882,,16.5,,6416580.0,16.12,16.517647,0.4,16.08,6416580.0,,,0.44,1620777600.0,,,15.92,USD,24.058825,5175559.0,,,,6534511616.0,,,9409233.0,15.92,16.25,3200.0,5175559.0,21.34,,1.22,15.28,16.0,False,0.0256,1100.0,16.5,16.36,https://logo.clearbit.com/cabotog.com,Suite 1400 840 Gessner Road,,,,,,,,,,,,,
80,95134,Technology,8800.0,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design products, including Genus logic synthesis and RTL power solutions, as well as Modus software solution to reduce systems-on-chip design-for-test time; physical implementation tools, including place and route, optimization, and multiple patterning preparation; and signoff products to signoff the design as ready for manufacture by a silicon foundry. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system design and analysis products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products consisting of pre-verified and customizable functional blocks to integrate into customer's ICs; and verification IP and memory models to verify the correct interaction with dozens of design IP interface protocols. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. Cadence Design Systems, Inc. was incorporated in 1988 and is headquartered in San Jose, California.",San Jose,408 943 1234,CA,United States,[],http://www.cadence.com,1,Building 5,Software—Application,0.31014,0.23343,0.88754,895644992.0,0.191,0.25711,868692992.0,122.7,buy,2377393000.0,678803776.0,155.0,149.85,0.523,1.703,0.1159,15.0,152.25,13.648,0.2782,165.0,742980992.0,346988000.0,2800962048.0,2.67,USD,10.228,1.437,2.2,NMS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,CDNS,,,finmb_25941,9b307be0-911d-321b-ac00-7b96e208b1c9,us_market,,12.411,,40.017,,,3.35,,278264992.0,,,,9.137,3360720.0,0.0121,,1609545600.0,0.89556,653825024.0,2.34,,,16.40035,0.0138,1672617600.0,,1617408000.0,2.1,1615766400.0,274232940.0,1.035852,34762788864.0,2,,879724800.0,2:1,,,0.51,14.887032,1618444800.0,3.32,,44.731346,,0.016,3917018.0,,,147.29,147.55,134.3364,,0.0,,150.28,,1320960.0,147.29,137.71794,,147.55,1320960.0,,,,,,,147.505,USD,64.03847,1682671.0,,,,41698009088.0,,,1374593.0,147.505,152.0,1000.0,1682671.0,150.28,,,97.45,147.0,False,,800.0,150.28,149.85,https://logo.clearbit.com/cadence.com,2655 Seely Avenue,408 428 5001,,,,,,,,,,,,
81,89501,Consumer Cyclical,54000.0,"Caesars Entertainment, Inc. operates as a gaming and hospitality company in the United States. The company operates casinos, including poker, keno, and race and online sportsbooks; dining venues, bars, nightclubs, and lounges; hotels; and entertainment venues. It also offers staffing and management services; accessories, souvenirs, and decorative items through retail stores; and online sports betting and iGaming services. As of December 31,2020, the company owned, leased, or managed 54 domestic properties in 16 states, consisting of approximately 54,600 slot machines, video lottery terminals, and e-tables; 3,200 table games; and 47,700 hotel rooms. Caesars Entertainment, Inc. was founded in 1937 and is based in Reno, Nevada.",Reno,775-328-0100,NV,United States,[],http://www.caesars.com,1,100 West Liberty Street,Resorts & Casinos,0.21228,-0.42711,0.50958997,-529000000.0,2.603,0.0422,996000000.0,113.0,buy,1698000000.0,-2391468032.0,125.0,86.78,,2.621,0.0059100003,12.0,125.25,574.06,-0.72277,135.0,1804000000.0,26578999296.0,4691999744.0,8.644,USD,28.874,0.869,2.1,NMS,"Caesars Entertainment, Inc.","Caesars Entertainment, Inc.",America/New_York,EDT,False,-14400000,,EQUITY,CZR,,,finmb_3133890,a45af203-cc8f-3f51-b380-342685e333db,us_market,,9.875,,46.52,,,2.26,,208699008.0,,,,22.178,10555686.0,0.0506,,1609372800.0,0.96066004,-2011000064.0,-12.332,,,3.9128866,0.04656,1672444800.0,,1617148800.0,2.77,1619740800.0,199000398.0,3.180434,46333870080.0,2,,1328659200.0,1:1,,,,3.8599534,1622160000.0,-1.25,,38.39823,,0.0794,9745346.0,,,86.5,86.78,93.8225,,0.0,,87.32,,2270060.0,86.5,97.757645,,86.78,2270060.0,,,,,,,82.98,USD,,4022151.0,,,,18110900224.0,,,3309733.0,82.98,89.5,800.0,4022151.0,113.46,,,32.16,90.75,False,,1200.0,87.32,86.78,https://logo.clearbit.com/caesars.com,Suite 1150,,,,,,,,,,,,,
82,08103-1799,Consumer Defensive,14500.0,"Campbell Soup Company, together with its subsidiaries, engages in the manufacture and market food and beverage products. It operates through Meals & Beverages and Snacks segments. The Meals & Beverages segment engages in the retail and foodservice businesses in the United States and Canada. This segment provides Campbell's condensed and ready-to-serve soups; Swanson broth and stocks; Pacific Foods broth, soups, and non-dairy beverages; Prego pasta sauces; Pace Mexican sauces; Campbell's gravies, pasta, beans, and dinner sauces; Swanson canned poultry; Plum baby food and snacks; V8 juices and beverages; V8 juices and beverages; and Campbell's tomato juice. The Snacks segment retails Pepperidge Farm cookies, crackers, fresh bakery, and frozen products in the United States; Milano cookies and Goldfish crackers; and Snyder's of Hanover pretzels, Lance sandwich crackers, Cape Cod and Kettle Brand potato chips, Late July snacks, Snack Factory Pretzel Crisps, Pop Secret popcorn, Emerald nuts, and other snacking products in the United States and Canada. This segment is also involved in the retail business in Latin America. The company sells its products through retail food chains, mass discounters and merchandisers, club stores, convenience stores, drug stores, and dollar stores, as well as e-commerce and other retail, commercial, and non-commercial establishments; and independent contractor distributors. Campbell Soup Company was founded in 1869 and is headquartered in Camden, New Jersey.",Camden,856 342 4800,NJ,United States,[],http://www.campbellsoupcompany.com,1,1 Campbell Place,Packaged Foods,0.19319999,0.09184,0.34152,1300000000.0,-0.113,0.15647,1683000064.0,40.0,hold,3008000000.0,694875008.0,49.0,43.35,-0.065,0.943,0.06969,16.0,49.48,181.502,0.2891,59.0,209000000.0,5436000256.0,8711000064.0,0.69,USD,28.773,0.399,3.1,NYQ,Campbell Soup Company,Campbell Soup Company,America/New_York,EDT,True,-14400000,,EQUITY,CPB,,,finmb_258458,dde97851-ef7f-3fd5-a96b-3d764eb7b5f2,us_market,,2.155,,11.154,,,3.06,,303008992.0,,,,9.644,18347679.0,0.060500003,,1596326400.0,0.55255,806000000.0,2.658,,,4.495023,0.35518003,1659398400.0,,1619913600.0,6.82,1623715200.0,193792335.0,0.570184,18772371456.0,2,,858643200.0,2:1,,,-0.048,1.507914,1626307200.0,6.29,,14.166666,,0.0938,21111163.0,,,43.31,43.19,47.518234,0.032786883,0.5434,,43.77,,2184820.0,43.31,45.216766,1.42,43.19,2184820.0,,,1.48,1626134400.0,,,43.01,USD,16.309254,1816869.0,,,,13135438848.0,,,2540487.0,43.01,43.59,1000.0,1816869.0,54.08,,3.01,43.01,43.28,False,0.033099998,800.0,43.77,43.35,https://logo.clearbit.com/campbellsoupcompany.com,,,,,,,,,,,,,,
83,22102,Financial Services,51700.0,"Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, Canada, and the United Kingdom. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking. The company accepts checking accounts, money market deposits, negotiable order of withdrawals, savings deposits, and time deposits. Its loan products include credit card loans; auto and retail banking loans; and commercial and multifamily real estate, and commercial and industrial loans. The company also offers credit and debit card products; online direct banking services; and treasury management and depository services. It serves consumers, small businesses, and commercial clients through digital channels, branches, cafÃ©s, and other distribution channels located in New York, Louisiana, Texas, Maryland, Virginia, New Jersey, and California. Capital One Financial Corporation was founded in 1988 and is headquartered in McLean, Virginia.",McLean,703-720-1000,VA,United States,[],http://www.capitalone.com,1,1680 Capital One Drive,Credit Services,0.0,0.3028,0.0,12926000128.0,3.346,0.40367,,145.0,buy,18259000000.0,,165.0,161.43,,,0.01796,21.0,169.45,,0.12513,210.0,52520001536.0,39422001152.0,24369000448.0,116.326,USD,53.202,,1.9,NYQ,Capital One Financial Corporati,Capital One Financial Corporation,America/New_York,EDT,True,-14400000,,EQUITY,COF,,,finmb_336241,3e2b4a31-5c30-3070-98e4-0103f7eb5225,us_market,,2.531,,,,,16.26,,451488992.0,,,,123.338,4837338.0,0.0107,,1609372800.0,0.92915,7036000256.0,15.298,,,1.3088423,0.0087,1672444800.0,,1617148800.0,1.53,1619740800.0,447087322.0,1.781521,61680185344.0,2,,928281600.0,3:1,,,,2.9908433,1622160000.0,1.73,,9.928043,,0.012200001,4434682.0,,,160.1,161.05,140.20905,0.006246096,0.0653,,162.06,,2357600.0,160.1,158.40677,1.0,161.05,2357600.0,,,1.6,1620950400.0,,,155.455,USD,10.552359,2868514.0,,,,72883863552.0,,,3129423.0,155.455,161.43,800.0,2868514.0,168.0,,1.79,62.26,161.36,False,0.010299999,900.0,162.06,161.43,https://logo.clearbit.com/capitalone.com,,,,,,,,,,,,,,
84,43017,Healthcare,48000.0,"Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, and physician offices. The company operates through two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. It also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; and offers pharmacy management services to hospitals, as well as medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers. In addition, this segment repackages generic pharmaceuticals and over-the-counter healthcare products. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products. It also provides incontinence, nutritional delivery, wound care, cardiovascular, and endovascular products; single-use surgical drapes, gowns and apparel, and fluid suction and collection systems; urology products; operating room supplies; and electrode products. In addition, this segment distributes a range of national brand products, including medical, surgical, and laboratory products; and provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers. Cardinal Health, Inc. was founded in 1979 and is headquartered in Dublin, Ohio.",Dublin,614 757 5000,OH,United States,[],http://www.cardinalhealth.com,1,7000 Cardinal Place,Medical Distribution,0.01733,0.00735,0.04402,2004000000.0,0.003,0.01204,2712999936.0,56.0,buy,6868000000.0,-504500000.0,63.0,59.63,-0.664,1.199,0.027709998,14.0,63.36,375.195,0.76932997,74.0,3499000064.0,6730999808.0,156569993216.0,12.059,USD,534.369,0.483,2.5,NYQ,"Cardinal Health, Inc.","Cardinal Health, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,CAH,,,finmb_172207,e85376ee-0e1a-361f-be64-77af29b700fd,us_market,,0.131,,7.548,,,6.19,,290148000.0,,,,6.151,3718376.0,0.0128,,1593475200.0,0.87623,1151000064.0,3.906,,,9.694359,0.0017,1656547200.0,,1617148800.0,1.8,1623715200.0,289616956.0,1.079434,20476590080.0,2,,987984000.0,3:2,,,-0.66,0.110503465,1626307200.0,1.5,,9.63328,,0.0146,5168229.0,,,59.57,59.51,57.125366,0.032633875,0.4971,,59.785,,2093280.0,59.57,57.62206,1.944,59.51,2093280.0,,,1.96,1625011200.0,,,58.65,USD,15.266257,3234378.0,,,,17301526528.0,,,2375747.0,58.65,59.9,1800.0,3234378.0,62.96,,3.3,44.65,58.42,False,0.033,800.0,59.785,59.63,https://logo.clearbit.com/cardinalhealth.com,,,,,,,,,,,,,,
85,23238,Consumer Cyclical,26889.0,"CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates in two segments, CarMax Sales Operations and CarMax Auto Finance. It offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles; and extended protection plans to customers at the time of sale, as well as sells vehicles that are approximately 10 years old and has more than 100,000 miles through whole auctions. The company also provides reconditioning and vehicle repair services; and financing alternatives for retail customers across a range of credit spectrum through its CarMax Auto Finance and arrangements with various financial institutions. As of February 28, 2021, it operated approximately 220 used car stores and 1 new car franchises. CarMax, Inc. was founded in 1993 and is based in Richmond, Virginia.",Richmond,804 747 0422,VA,United States,[],http://www.carmax.com,1,12800 Tuckahoe Creek Parkway,Auto & Truck Dealerships,0.06397,0.03717,0.14642,667760000.0,0.04,0.05192,1285315968.0,75.0,buy,2941935000.0,561332736.0,152.5,139.7,-0.023,2.424,0.03059,10.0,144.3,358.716,0.18365999,165.0,132319000.0,15656585216.0,20092149760.0,0.811,USD,123.126,0.219,1.8,NYQ,CarMax Inc,"CarMax, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,KMX,,,finmb_356805,fd69c52a-0f1b-3128-820f-fb03f8ccac66,us_market,,1.733,,27.093,,,6.42,,163151008.0,,,,26.748,4240371.0,0.025999999,,1614470400.0,0.95489,746918976.0,4.52,,,5.2228203,0.0031400002,1677542400.0,,1614470400.0,3.64,1619740800.0,162524188.0,1.653804,34823585792.0,2,,1174953600.0,2:1,,,-0.023,1.1343832,1622160000.0,1.25,,21.760124,,0.0291,3766914.0,,,136.5,136.51,125.79941,,0.0,,139.95,,648740.0,136.5,128.7356,,136.51,648740.0,,,,,,,136.2601,USD,30.90708,1439034.0,,,,22792196096.0,,,1159236.0,136.2601,140.0,1100.0,1439034.0,139.95,,,84.7,139.29,False,,800.0,139.95,139.7,https://logo.clearbit.com/carmax.com,,,,,,,,,,,,,,
86,33178-2428,Consumer Cyclical,70000.0,"Carnival Corporation & plc operates as a leisure travel company. Its ships visit approximately 700 ports under the Carnival Cruise Line, Princess Cruises, Holland America Line, P&O Cruises (Australia), Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises (UK), and Cunard brand names. The company also provides port destinations and other services, as well as owns and operates hotels, lodges, glass-domed railcars, and motor coaches. It sells its cruises primarily through travel agents and tour operators. The company operates in the United States, Canada, Continental Europe, the United Kingdom, Australia, New Zealand, Asia, and internationally. It operates 87 ships with 223,000 lower berths. The company was incorporated in 1972 and is headquartered in Miami, Florida.",Miami,305 599 2600,FL,United States,[],http://www.carnivalcorp.com,1,Carnival Place,Travel Services,0.0,0.0,-2.12154,-8720000000.0,-0.995,-8.04212,-4460000256.0,14.7,buy,834000000.0,-9727625216.0,30.0,21.43,,1.446,-0.08019,14.0,28.48,165.24,-0.51824003,41.0,11514000384.0,32739000320.0,831000000.0,9.947,USD,0.947,1.365,2.5,NYQ,Carnival Corporation,Carnival Corporation & plc,America/New_York,EDT,True,-14400000,,EQUITY,CCL,,,finmb_258823,0cb59638-360e-3604-a99a-27513043e7f3,us_market,,62.706,,-11.684,,,0.24,,973540992.0,,,,17.503,60782046.0,0.0511,,1606694400.0,0.5178,-11427999744.0,-13.02,,,1.2243615,0.09062,1669766400.0,,1614470400.0,1.59,1615766400.0,1026932506.0,2.359624,52108795904.0,2,,897868800.0,2:1,,,,30.701893,1618444800.0,0.04,,89.29167,,0.0834,55242178.0,,,21.46,21.57,25.754486,0.0,0.0,,21.59,,30754100.0,21.46,24.869705,0.0,21.57,30754100.0,,,,1582156800.0,,,20.52,USD,,33253980.0,,,,25513273344.0,,,30543426.0,20.52,21.43,3100.0,33253980.0,31.52,,,12.11,21.4,False,,2900.0,21.59,21.43,https://logo.clearbit.com/carnivalcorp.com,3655 N.W. 87th Avenue,305 406 8630,,,,,,,,,,,,
